IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
i	dyaa1242		Djabugay	Patz 1991	patz_djabugay_1991	Please see also the general comparative notes on Australian inventories.
iː	dyaa1242		Djabugay	Patz 1991	patz_djabugay_1991	Please see also the general comparative notes on Australian inventories.
u	dyaa1242		Djabugay	Patz 1991	patz_djabugay_1991	Please see also the general comparative notes on Australian inventories.
uː	dyaa1242		Djabugay	Patz 1991	patz_djabugay_1991	Please see also the general comparative notes on Australian inventories.
a	dyaa1242		Djabugay	Patz 1991	patz_djabugay_1991	Please see also the general comparative notes on Australian inventories.
aː	dyaa1242		Djabugay	Patz 1991	patz_djabugay_1991	Please see also the general comparative notes on Australian inventories.
t̺	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
ȶ	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
k	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
p	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
n̺	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
ȵ	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
ŋ	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
m	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
l̺	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
r̺	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
ɹ̺	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
j	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
w	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
i	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
iː	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
u	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
uː	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
a	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
aː	yidi1250		Yidiny	Dixon 1977	dixon_grammar_1977	Please see also the general comparative notes on Australian inventories.
t̺	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
ȶ	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
k	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
p	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
n̺	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
ȵ	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
ŋ	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
m	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
l̺	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
r̺	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
ɹ̺	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
j	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
w	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
i	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
u	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
a	djan1238		Djangun	Patz 2002	patz_grammar_2002	Please see also the general comparative notes on Australian inventories.
t̺͉	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
t̺͈	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
t̪͉	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
t̪͈	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
ȶ͉	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
ȶ͈	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
k͉	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
k͈	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
p͉	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
p͈	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
n̺	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
n̪	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
ȵ	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
ŋ	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
m	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
l̺	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
r̺	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
ɹ̺	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
j	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
w	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
i	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
iː	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
u	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
uː	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
a	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
aː	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
e	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
eː	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
o	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
oː	flin1247		Flinders Island	Sutton 1980	sutton_cause_1980	Please see also the general comparative notes on Australian inventories.
t̺͉	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
t̺͈	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
t̪͉	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
t̪͈	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
ȶ͉	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
ȶ͈	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
k͉	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
k͈	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
p͉	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
p͈	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
ʔ	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
n̺	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
n̪	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
ȵ	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
ŋ	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
m	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
l̺	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
r̺	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
ɹ̺	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
j	lamu1254		Lamalama	Verstraete 2018	verstraete_mbarrumbathama_2018	Please see also the general comparative notes on Australian inventories. Prenasalized stops in Verstraete 2018 interpreted as nasal + lenis stop.
